name,en_prod
CO_Cat422,-4640.45358243
CO_Cat423,-4025.69918565
CO_Cat424,-4182.85015649
CO_Cat425,-4422.47594002
CO_Cat426,-4182.84520628
CO_Cat427,-5863.58907846
CO_Cat428,-3882.04691313
CO_Cat429,-4039.18476088
CO_Cat430,-3272.80140501
CO_Cat431,-3587.06208305
CO_Cat432,-4182.69862157
CO_Cat433,-4182.84084387
CO_Cat434,-4039.19120427
CO_Cat435,-4278.81786157
CO_Cat436,-3337.75714692
CO_Cat437,-3494.87947222
CO_Cat438,-3966.26567194
CO_Cat439,-3651.98567621
CO_Cat440,-3638.50072968
CO_Cat441,-4109.91683523
CO_Cat442,-3952.80441472
CO_Cat443,-4118.59827299
CO_Cat444,-4104.11368142
CO_Cat445,-4561.90876392
CO_Cat446,-4500.88677332
CO_Cat447,-5942.00110975
CO_Cat448,-4261.25540453
CO_Cat449,-4261.22943397
CO_Cat452,-4404.89767685
CO_Cat453,-4562.03628381
CO_Cat454,-4801.66367558
CO_Cat455,-4562.04729354
CO_Cat456,-6242.78087282
CO_Cat457,-4261.25791743
CO_Cat459,-3652.01002473
CO_Cat460,-3966.27424151
CO_Cat462,-4562.05792438
CO_Cat465,-3030.36745617
CO_Cat466,-3187.48497629
CO_Cat467,-3658.86606256
CO_Cat468,-3344.60248748
CO_Cat469,-3331.13033271
CO_Cat470,-3802.54718944
CO_Cat471,-3645.43358352
CO_Cat472,-3811.21166231
CO_Cat473,-3796.72060137
CO_Cat474,-4254.51998056
CO_Cat475,-4193.49324445
CO_Cat476,-5634.60519697
CO_Cat477,-3953.86536510
CO_Cat478,-3953.85720147
CO_Cat479,-3953.86648468
CO_Cat480,-4712.28151161
CO_Cat481,-4097.52871532
CO_Cat482,-4254.67101210
CO_Cat483,-4494.29643367
CO_Cat484,-4254.68169286
CO_Cat485,-5935.40780884
CO_Cat486,-3953.86202952
CO_Cat487,-4111.00181828
CO_Cat488,-3344.61527248
CO_Cat489,-3658.87412760
CO_Cat490,-4254.50648731
CO_Cat491,-4254.66943304
CO_Cat492,-4111.00568598
CO_Cat493,-4350.63295517
CO_Cat494,-3108.93731760
CO_Cat495,-3266.05481046
CO_Cat496,-3737.43859914
CO_Cat497,-3423.17268635
CO_Cat498,-3409.71205365
CO_Cat499,-3881.11327948
CO_Cat500,-3724.00849323
CO_Cat501,-3889.78475552
CO_Cat502,-3875.29048920
CO_Cat503,-4333.09946779
CO_Cat504,-4272.06346720
CO_Cat505,-5713.18419382
CO_Cat506,-4032.43527821
CO_Cat507,-4032.43218680
CO_Cat508,-4032.43316180
CO_Cat509,-4790.76015624
CO_Cat510,-4176.10486111
CO_Cat511,-4333.23612202
CO_Cat512,-4572.86176321
CO_Cat513,-4333.24276963
CO_Cat514,-6013.97674194
CO_Cat515,-4032.43247439
CO_Cat516,-4189.57975891
CO_Cat517,-3423.18515202
CO_Cat518,-3737.45076274
CO_Cat519,-4333.08304565
CO_Cat520,-4333.24664833
CO_Cat521,-4189.57229575
CO_Cat523,-3228.75021864
CO_Cat524,-3385.86765120
CO_Cat525,-3857.25161729
CO_Cat526,-3542.98495209
CO_Cat527,-3529.50873995
CO_Cat528,-4000.91960629
CO_Cat529,-3843.82479000
CO_Cat530,-4009.59673206
CO_Cat531,-3995.10534431
CO_Cat532,-4452.90646705
CO_Cat533,-4391.87321954
CO_Cat534,-5832.99663044
CO_Cat535,-4152.24936778
CO_Cat536,-4152.24551893
CO_Cat537,-4152.25755461
CO_Cat538,-4910.66431738
CO_Cat539,-4295.90940516
CO_Cat540,-4453.04980552
CO_Cat541,-4692.67392480
CO_Cat542,-4453.05706999
CO_Cat543,-6133.79003415
CO_Cat544,-4152.24515641
CO_Cat545,-4309.39168196
CO_Cat546,-3542.99797595
CO_Cat547,-3857.25744717
CO_Cat548,-4452.89002187
CO_Cat549,-4453.05955353
CO_Cat550,-4309.38984065
CO_Cat552,-3108.93770355
CO_Cat553,-3266.05483632
CO_Cat554,-3737.45064946
CO_Cat555,-3423.17608477
CO_Cat556,-3409.70590999
CO_Cat557,-3881.11714081
CO_Cat558,-3724.00763165
CO_Cat559,-3889.78827220
CO_Cat560,-3875.29363959
CO_Cat561,-4333.10108402
CO_Cat562,-4272.06651452
CO_Cat563,-5713.17626850
CO_Cat564,-4032.43570124
CO_Cat565,-4032.42455169
CO_Cat566,-4032.44177488
CO_Cat567,-4790.85019491
CO_Cat568,-4176.10622832
CO_Cat569,-4333.24649376
CO_Cat570,-4572.87242187
CO_Cat571,-4333.25317312
CO_Cat572,-6013.98410825
CO_Cat573,-4032.43420968
CO_Cat574,-4189.57190611
CO_Cat575,-3423.18514938
CO_Cat576,-3737.44597216
CO_Cat577,-4333.08309384
CO_Cat578,-4333.25086915
CO_Cat579,-4189.58173613
CO_Cat580,-4429.20601789
CO_Cat581,-3949.30766227
CO_Cat582,-4106.42531558
CO_Cat583,-4577.80844342
CO_Cat584,-4263.54415872
CO_Cat585,-4250.07958509
CO_Cat586,-4721.49545681
CO_Cat587,-4564.38312126
CO_Cat588,-4730.15826604
CO_Cat589,-4715.66215350
CO_Cat590,-5173.46213043
CO_Cat591,-5112.43401833
CO_Cat592,-6553.54577569
CO_Cat593,-4872.81558288
CO_Cat594,-4872.80440753
CO_Cat595,-4872.81347260
CO_Cat596,-5631.22511502
CO_Cat597,-5016.47185401
CO_Cat598,-5173.60824071
CO_Cat599,-5413.23227102
CO_Cat601,-6854.34743755
CO_Cat602,-4872.80381591
CO_Cat603,-5029.95001672
CO_Cat604,-4263.55563564
CO_Cat605,-4577.82095899
CO_Cat606,-5173.45786230
CO_Cat607,-5173.60887159
CO_Cat608,-5029.94852598
CO_Cat610,-2958.54824822
CO_Cat611,-3115.66624255
CO_Cat612,-3587.04995366
CO_Cat613,-3272.77336344
CO_Cat614,-3259.29764459
CO_Cat615,-3730.70166585
CO_Cat616,-3573.59520168
CO_Cat617,-3739.38642470
CO_Cat618,-3724.90567265
CO_Cat619,-4182.70264546
CO_Cat620,-4121.67899073
CO_Cat621,-5562.78955369
CO_Cat622,-3882.04976847
CO_Cat623,-3882.02830607
CO_Cat624,-3882.05086483
CO_Cat625,-4640.45578142
CO_Cat626,-4025.68545906
CO_Cat627,-4182.83001020
CO_Cat628,-4422.45083131
CO_Cat629,-4182.84445373
CO_Cat630,-5863.56196605
CO_Cat631,-3882.03316031
CO_Cat632,-4039.17873719
CO_Cat633,-3272.79581632
CO_Cat634,-3587.05440489
CO_Cat635,-4182.69587373
CO_Cat636,-4182.84821654
CO_Cat637,-4039.19002305
CO_Cat638,-4278.81572969
CO_Cat639,-3037.11451683
CO_Cat640,-3194.23352090
CO_Cat641,-3665.62163137
CO_Cat642,-3351.34491154
CO_Cat643,-3337.86882276
CO_Cat644,-3809.27475655
CO_Cat645,-3652.16231906
CO_Cat646,-3817.95286245
CO_Cat647,-3803.47732369
CO_Cat648,-4261.27559349
CO_Cat649,-4200.24976860
CO_Cat650,-5641.36203298
CO_Cat651,-3960.62157363
CO_Cat652,-3960.59202283
CO_Cat653,-3960.62216636
CO_Cat654,-4719.02692619
CO_Cat655,-4104.27404809
CO_Cat656,-4261.41180691
CO_Cat657,-4501.03485045
CO_Cat658,-4261.41600369
CO_Cat659,-5942.15169516
CO_Cat660,-3960.61313177
CO_Cat661,-4117.74862969
CO_Cat662,-3351.36446945
CO_Cat663,-3665.62478702
CO_Cat664,-4261.26508662
CO_Cat665,-4261.41839217
CO_Cat666,-4117.75101322
CO_Cat667,-4357.37903238
CO_Cat668,-2653.91958559
CO_Cat669,-2811.03912196
CO_Cat670,-3282.42373888
CO_Cat671,-2968.15064017
CO_Cat672,-2954.66595789
CO_Cat673,-3426.08391388
CO_Cat674,-3268.96233718
