name,en_react
Ir_Cat141,-1997.57103978
Ir_Cat142,-2593.20156964
Ir_Cat143,-2593.36174420
Ir_Cat144,-2449.69094267
Ir_Cat145,-2689.31736669
Ir_Cat146,-1604.75941804
Ir_Cat147,-1761.88382369
Ir_Cat148,-2233.26216454
Ir_Cat149,-1918.99186039
Ir_Cat150,-1905.52698309
Ir_Cat151,-2376.93566691
Ir_Cat152,-2219.82949501
Ir_Cat154,-2371.11359770
Ir_Cat155,-2828.91534214
Ir_Cat156,-2767.88997411
Ir_Cat157,-4208.99774208
Ir_Cat158,-2528.26192667
Ir_Cat159,-2528.21910514
Ir_Cat160,-2528.26188961
Ir_Cat161,-3286.66068849
Ir_Cat162,-2671.92097074
Ir_Cat163,-2829.06405204
Ir_Cat164,-3068.69624827
Ir_Cat165,-2829.07107406
Ir_Cat166,-4509.81209492
Ir_Cat167,-2528.24952701
Ir_Cat168,-2685.38964713
Ir_Cat169,-1919.00622295
Ir_Cat170,-2233.26673012
Ir_Cat171,-2828.90129375
Ir_Cat172,-2829.06760507
Ir_Cat173,-2685.39212516
Ir_Cat174,-2925.02380980
Ir_Cat175,-1526.20460261
Ir_Cat176,-1683.32082155
Ir_Cat177,-2154.70577632
Ir_Cat178,-1840.43924786
Ir_Cat179,-1826.97047720
Ir_Cat180,-2298.38290881
Ir_Cat181,-2141.27717899
Ir_Cat182,-2307.04927622
Ir_Cat183,-2292.55620904
Ir_Cat184,-2750.35509727
Ir_Cat185,-2689.32865070
Ir_Cat186,-4130.45046531
Ir_Cat187,-2449.70016008
Ir_Cat188,-2449.69764152
Ir_Cat189,-2449.70289270
Ir_Cat190,-3208.10565884
Ir_Cat191,-2593.36513700
Ir_Cat192,-2750.51451083
Ir_Cat193,-2990.14005213
Ir_Cat194,-2750.51396888
Ir_Cat195,-4431.24837591
Ir_Cat196,-2449.70188579
Ir_Cat197,-2606.83015661
Ir_Cat198,-1840.44992389
Ir_Cat199,-2154.71002116
Ir_Cat200,-2750.34493258
Ir_Cat201,-2750.51437205
Ir_Cat202,-2606.83757428
Ir_Cat203,-2846.46956243
Ir_Cat204,-1609.11605573
Ir_Cat205,-1766.23221034
Ir_Cat206,-2237.62269952
Ir_Cat207,-1923.33904548
Ir_Cat208,-1909.86162464
Ir_Cat209,-2381.27624290
Ir_Cat210,-2224.16143864
Ir_Cat211,-2389.95214964
Ir_Cat212,-2375.47874578
Ir_Cat213,-2833.27718891
Ir_Cat214,-2772.25030385
Ir_Cat215,-4213.36340535
Ir_Cat216,-2532.62288287
Ir_Cat217,-2532.57657455
Ir_Cat218,-2532.62318985
Ir_Cat219,-3291.00341479
Ir_Cat221,-2833.33168764
Ir_Cat223,-2833.41560596
Ir_Cat225,-2532.61681384
Ir_Cat226,-2689.73777867
Ir_Cat227,-1923.36296921
Ir_Cat228,-2237.62634452
Ir_Cat229,-2833.25602638
Ir_Cat230,-2833.41056858
Ir_Cat231,-2689.75991043
Ir_Cat232,-2929.38491421
Ir_Cat233,-1601.87128904
Ir_Cat234,-1758.99214326
Ir_Cat235,-2230.37845299
Ir_Cat236,-1916.10610438
Ir_Cat237,-1902.61949550
Ir_Cat238,-2374.02977382
Ir_Cat239,-2216.91921358
Ir_Cat240,-2382.71808097
Ir_Cat241,-2368.22860959
Ir_Cat242,-2826.02718935
Ir_Cat243,-2765.00090799
Ir_Cat244,-4206.10846258
Ir_Cat245,-2525.37232167
Ir_Cat246,-2525.35328181
Ir_Cat247,-2525.36852664
Ir_Cat248,-3283.75965227
Ir_Cat249,-2669.01167284
Ir_Cat250,-2826.16163929
Ir_Cat251,-3065.78791398
Ir_Cat252,-2826.15282782
Ir_Cat253,-4506.89165275
Ir_Cat254,-2525.37086263
Ir_Cat255,-2682.50387932
Ir_Cat256,-1916.12339508
Ir_Cat257,-2230.38343010
Ir_Cat258,-2826.01462917
Ir_Cat259,-2826.16112424
Ir_Cat260,-2682.51019069
Ir_Cat261,-2922.14119903
Ir_Cat262,-1830.76990983
Ir_Cat263,-1987.89065900
Ir_Cat264,-2459.27697891
Ir_Cat265,-2144.99446486
Ir_Cat266,-2131.51901538
Ir_Cat267,-2602.92911794
Ir_Cat268,-2445.81823521
Ir_Cat269,-2611.61696586
Ir_Cat270,-2597.12305574
Ir_Cat271,-3054.92298867
Ir_Cat272,-2993.89510695
Ir_Cat273,-4435.00839136
Ir_Cat274,-2754.26699562
Ir_Cat275,-2754.24666410
Ir_Cat276,-2754.26920144
Ir_Cat277,-3512.59678498
Ir_Cat278,-2897.92123996
Ir_Cat279,-3055.04742396
Ir_Cat280,-3294.68964103
Ir_Cat281,-3055.05128956
Ir_Cat282,-4735.80642427
Ir_Cat283,-2754.26958348
Ir_Cat284,-2911.40202853
Ir_Cat285,-2145.02150933
Ir_Cat286,-2459.28303839
Ir_Cat287,-3054.91333382
Ir_Cat288,-3055.06372815
Ir_Cat289,-2911.40936707
Ir_Cat290,-3151.03618250
Ir_Cat291,-1800.25730659
Ir_Cat292,-1957.38044799
Ir_Cat293,-2428.76297135
Ir_Cat294,-2114.49143082
Ir_Cat295,-2101.00445924
Ir_Cat296,-2572.41614179
Ir_Cat297,-2415.30542758
Ir_Cat298,-2581.10358413
Ir_Cat299,-2566.61456206
Ir_Cat300,-3024.41250740
Ir_Cat301,-2963.38150014
Ir_Cat302,-4404.49707639
Ir_Cat303,-2723.75243560
Ir_Cat304,-2723.73413100
Ir_Cat305,-2723.68597386
Ir_Cat306,-3482.08187768
Ir_Cat307,-2867.40823878
Ir_Cat308,-3024.54973187
Ir_Cat309,-3264.17402197
Ir_Cat310,-3024.53535633
Ir_Cat311,-4705.28787536
Ir_Cat312,-2723.75188250
Ir_Cat313,-2880.89026573
Ir_Cat314,-2114.50829662
Ir_Cat315,-2428.76850988
Ir_Cat316,-3024.40158046
Ir_Cat317,-3024.55047701
Ir_Cat318,-2880.90238694
Ir_Cat319,-3120.52591141
Ir_Cat320,-2520.81442189
Ir_Cat321,-2677.93787209
Ir_Cat322,-3149.32071360
Ir_Cat323,-2835.04864834
Ir_Cat324,-2821.56046376
Ir_Cat325,-3292.97030337
Ir_Cat326,-3135.86138148
Ir_Cat327,-3301.66107047
Ir_Cat328,-3287.16637533
Ir_Cat329,-3744.97022231
Ir_Cat330,-3683.93831860
Ir_Cat331,-5125.05003588
Ir_Cat332,-3444.31084671
Ir_Cat333,-3444.29114042
Ir_Cat334,-3444.31271646
Ir_Cat335,-4202.71135463
Ir_Cat336,-3587.96102189
Ir_Cat337,-3745.10632152
Ir_Cat338,-3984.72993158
Ir_Cat339,-3745.09143210
Ir_Cat340,-5425.84368042
Ir_Cat341,-3444.31386448
Ir_Cat342,-3601.45047976
Ir_Cat343,-2835.06529601
Ir_Cat344,-3149.32635390
Ir_Cat345,-3744.95883041
Ir_Cat346,-3745.10313410
Ir_Cat347,-3601.45449322
Ir_Cat348,-3841.08320838
Ir_Cat349,-1680.44299343
Ir_Cat350,-1837.56476781
Ir_Cat351,-2308.95044575
Ir_Cat352,-1994.66829549
Ir_Cat353,-1981.18997908
Ir_Cat354,-2452.59889191
Ir_Cat355,-2295.49104220
Ir_Cat356,-2461.29051076
Ir_Cat357,-2446.80081307
Ir_Cat358,-2904.59386047
Ir_Cat359,-2843.56834811
Ir_Cat360,-4284.68118313
Ir_Cat361,-2603.94461779
Ir_Cat362,-2603.92508099
Ir_Cat363,-2603.94496939
Ir_Cat364,-3362.26651588
Ir_Cat365,-2747.58255714
Ir_Cat366,-2904.73559726
Ir_Cat367,-3144.36146126
Ir_Cat368,-2904.72772451
Ir_Cat369,-4585.46247614
Ir_Cat370,-2603.94310760
Ir_Cat371,-2761.07639839
Ir_Cat372,-1994.69504271
Ir_Cat373,-2308.95596858
Ir_Cat374,-2904.58673752
Ir_Cat375,-2904.73342755
Ir_Cat376,-2761.08307171
Ir_Cat377,-3000.70916730
Ir_Cat378,-1680.43659099
Ir_Cat379,-1837.54999210
Ir_Cat380,-2308.93621887
Ir_Cat381,-1994.66029897
Ir_Cat382,-1981.18617332
Ir_Cat384,-2295.47902423
Ir_Cat385,-2461.27215180
Ir_Cat386,-2446.79022710
Ir_Cat387,-2904.58837982
Ir_Cat388,-2843.56271939
Ir_Cat389,-4284.67496703
Ir_Cat390,-2603.93418925
Ir_Cat391,-2603.90074112
Ir_Cat392,-2603.93437617
Ir_Cat393,-3362.33707293
Ir_Cat394,-2747.57765553
Ir_Cat395,-2904.72792153
Ir_Cat396,-3144.35372582
Ir_Cat397,-2904.73156168
Ir_Cat398,-4585.46900900
Ir_Cat399,-2603.93098937
Ir_Cat400,-2761.05837571
Ir_Cat401,-1994.67983848
Ir_Cat402,-2308.94707715
Ir_Cat403,-2904.56930859
Ir_Cat404,-2904.73330636
Ir_Cat405,-2761.07489188
Ir_Cat406,-3000.70163480
Ir_Cat407,-1680.44363808
Ir_Cat408,-1837.56669371
Ir_Cat409,-2308.95086264
Ir_Cat410,-1994.67839793
Ir_Cat411,-1981.16990191
Ir_Cat412,-2452.58367966
Ir_Cat413,-2295.49071532
Ir_Cat414,-2461.29109935
Ir_Cat415,-2446.80199843
Ir_Cat416,-2904.59936816
Ir_Cat417,-2843.57462744
Ir_Cat418,-4284.68696515
Ir_Cat419,-2603.94612289
Ir_Cat420,-2603.92566215
Ir_Cat421,-2603.94029368
Ir_Cat422,-3362.33158728
Ir_Cat423,-2747.58311375
Ir_Cat424,-2904.73599094
Ir_Cat425,-3144.36175687
Ir_Cat426,-2904.73268866
Ir_Cat427,-4585.47456082
Ir_Cat428,-2603.93874705
Ir_Cat429,-2761.07218809
Ir_Cat430,-1994.69559105
Ir_Cat431,-2308.95613733
Ir_Cat432,-2904.58837424
Ir_Cat433,-2904.73378242
Ir_Cat434,-2761.08320037
Ir_Cat435,-3000.70926473
Ir_Cat436,-2059.65250587
Ir_Cat437,-2216.77203356
Ir_Cat438,-2688.15930216
Ir_Cat439,-2373.88158559
Ir_Cat440,-2360.39395562
Ir_Cat441,-2831.77476685
Ir_Cat442,-2674.69121488
Ir_Cat443,-2840.49350308
Ir_Cat444,-2826.00213213
Ir_Cat445,-3283.79876889
Ir_Cat446,-3222.77608385
Ir_Cat447,-4663.89006050
Ir_Cat448,-2983.14525346
Ir_Cat449,-2983.11358624
Ir_Cat451,-3741.52518626
Ir_Cat452,-3126.79263297
Ir_Cat453,-3283.92900528
Ir_Cat454,-3523.55649188
Ir_Cat455,-3283.93874274
Ir_Cat456,-4964.67628631
Ir_Cat457,-2983.14485426
Ir_Cat459,-2373.90270500
Ir_Cat460,-2688.16705950
Ir_Cat461,-3283.77871804
Ir_Cat462,-3283.94137637
Ir_Cat465,-1752.25865002
Ir_Cat466,-1909.37754118
Ir_Cat467,-2380.76276739
Ir_Cat468,-2066.50552752
Ir_Cat469,-2053.01711012
Ir_Cat470,-2524.43691702
Ir_Cat472,-2532.65663210
Ir_Cat473,-2518.61080464
Ir_Cat474,-2976.41101746
Ir_Cat475,-2915.38341717
Ir_Cat476,-4356.49526865
Ir_Cat477,-2675.75527316
Ir_Cat478,-2675.74946948
Ir_Cat479,-2675.75547600
Ir_Cat480,-3434.16793610
Ir_Cat481,-2819.40740368
Ir_Cat482,-2976.55120187
Ir_Cat483,-3216.17658481
Ir_Cat484,-2976.56464722
Ir_Cat485,-4657.29152818
Ir_Cat486,-2675.75720570
Ir_Cat487,-2832.89048385
Ir_Cat488,-2066.50727939
Ir_Cat489,-2380.75161735
Ir_Cat490,-2976.39840989
Ir_Cat491,-2976.56525408
Ir_Cat492,-2832.89561606
Ir_Cat493,-3072.52099033
Ir_Cat494,-1830.82861463
Ir_Cat495,-1987.94749766
Ir_Cat496,-2459.33264504
Ir_Cat497,-2145.07376698
Ir_Cat498,-2131.59503050
Ir_Cat499,-2603.00146617
Ir_Cat500,-2445.89700371
Ir_Cat501,-2611.68345304
Ir_Cat502,-2597.18603825
Ir_Cat503,-3054.98199854
Ir_Cat504,-2993.95393435
Ir_Cat505,-4435.06576182
Ir_Cat506,-2754.32588567
Ir_Cat507,-2754.32078273
Ir_Cat508,-2754.32633227
Ir_Cat509,-3512.65059369
Ir_Cat510,-2897.99434443
Ir_Cat511,-3055.12207061
Ir_Cat512,-3294.76092877
Ir_Cat513,-3055.13433791
Ir_Cat514,-4735.87582691
Ir_Cat515,-2754.32797104
Ir_Cat516,-2911.46294072
Ir_Cat517,-2145.07724194
Ir_Cat518,-2459.34357361
Ir_Cat519,-3054.97322398
Ir_Cat520,-3055.13004961
Ir_Cat521,-2911.46642164
Ir_Cat523,-1950.64128344
Ir_Cat524,-2107.76009513
Ir_Cat525,-2579.14536698
Ir_Cat526,-2264.88586261
Ir_Cat527,-2251.40741394
Ir_Cat528,-2722.81001064
Ir_Cat529,-2565.70984076
Ir_Cat530,-2731.49535844
Ir_Cat531,-2716.99444430
Ir_Cat532,-3174.79141992
Ir_Cat533,-3113.76568880
Ir_Cat534,-4554.88304048
Ir_Cat535,-2874.13963063
Ir_Cat536,-2874.13372822
Ir_Cat537,-2874.14073283
Ir_Cat538,-3632.55220293
Ir_Cat539,-3017.79446901
Ir_Cat540,-3174.93507852
Ir_Cat541,-3414.55968769
Ir_Cat542,-3174.94563627
Ir_Cat543,-4855.67474581
Ir_Cat544,-2874.14030787
Ir_Cat546,-2264.88985622
Ir_Cat547,-2579.14893782
Ir_Cat548,-3174.78194491
Ir_Cat549,-3174.94226686
Ir_Cat550,-3031.27711713
Ir_Cat551,-3270.90359561
Ir_Cat552,-1830.83015747
Ir_Cat553,-1987.94915989
Ir_Cat554,-2459.33608334
Ir_Cat555,-2145.06742093
Ir_Cat556,-2131.59195093
Ir_Cat557,-2603.00097852
Ir_Cat558,-2445.89712479
Ir_Cat559,-2611.68618660
Ir_Cat560,-2597.19107733
Ir_Cat561,-3054.99288699
Ir_Cat562,-2993.95782656
Ir_Cat563,-4435.07677803
Ir_Cat564,-2754.32981308
Ir_Cat565,-2754.31451306
Ir_Cat566,-2754.33584040
Ir_Cat567,-3512.74027215
Ir_Cat568,-2897.99180578
Ir_Cat569,-3055.13161260
Ir_Cat570,-3294.75781613
Ir_Cat571,-3055.13689572
Ir_Cat572,-4735.87272499
Ir_Cat573,-2754.32261252
Ir_Cat574,-2911.46956069
Ir_Cat575,-2145.07943801
Ir_Cat576,-2459.33964302
Ir_Cat577,-3054.97143073
Ir_Cat578,-3055.13859608
Ir_Cat579,-2911.47377308
Ir_Cat580,-3151.09375785
Ir_Cat581,-2671.19857928
Ir_Cat582,-2828.31704339
Ir_Cat583,-3299.70978946
Ir_Cat584,-2985.44649230
Ir_Cat585,-2971.96574980
Ir_Cat586,-3443.37433589
Ir_Cat587,-3286.26799700
Ir_Cat588,-3452.05468086
Ir_Cat589,-3437.55199405
Ir_Cat590,-3895.35314948
Ir_Cat591,-3834.32385667
Ir_Cat592,-5275.43557475
Ir_Cat593,-3594.69736733
Ir_Cat594,-3594.68474304
Ir_Cat595,-3594.69695688
Ir_Cat596,-4353.11109699
Ir_Cat597,-3738.35221390
Ir_Cat598,-3895.49298058
Ir_Cat599,-4135.11733588
Ir_Cat600,-3895.50380569
Ir_Cat601,-5576.23243498
Ir_Cat602,-3594.69860114
Ir_Cat603,-3751.83286740
Ir_Cat604,-2985.45246577
Ir_Cat605,-3299.71382910
Ir_Cat606,-3895.34550379
Ir_Cat607,-3895.50077919
Ir_Cat608,-3751.83762842
Ir_Cat610,-1680.44218024
Ir_Cat611,-1837.56116913
Ir_Cat612,-2308.94244022
Ir_Cat613,-1994.66801797
Ir_Cat614,-1981.17965889
Ir_Cat615,-2452.59612622
Ir_Cat616,-2295.48699330
Ir_Cat617,-2461.27990523
Ir_Cat618,-2446.79516028
Ir_Cat619,-2904.59551262
Ir_Cat620,-2843.56806972
Ir_Cat621,-4284.68000558
Ir_Cat622,-2603.94094623
Ir_Cat623,-2603.92252112
Ir_Cat624,-2603.94199236
Ir_Cat625,-3362.35149409
Ir_Cat626,-2747.58946196
Ir_Cat627,-2904.72834542
Ir_Cat628,-3144.35958074
Ir_Cat629,-2904.73419033
Ir_Cat630,-4585.46934683
Ir_Cat631,-2603.93008344
Ir_Cat632,-2761.07086209
Ir_Cat633,-1994.68845735
Ir_Cat634,-2308.94699780
Ir_Cat635,-2904.58407991
Ir_Cat636,-2904.73773488
Ir_Cat637,-2761.08136330
Ir_Cat638,-3000.70251435
Ir_Cat639,-1759.01016598
Ir_Cat640,-1916.12671958
Ir_Cat641,-2387.51753447
Ir_Cat642,-2073.24237730
Ir_Cat643,-2059.74649326
Ir_Cat644,-2531.16310851
Ir_Cat645,-2374.05270432
Ir_Cat646,-2539.84737349
Ir_Cat647,-2525.36373625
Ir_Cat648,-2983.17134096
Ir_Cat649,-2922.14347176
Ir_Cat650,-4363.25626652
Ir_Cat651,-2682.50810790
Ir_Cat652,-2682.49226142
Ir_Cat653,-2682.51684517
Ir_Cat654,-3440.91945874
Ir_Cat655,-2826.15557552
Ir_Cat656,-2983.29926007
Ir_Cat657,-3222.92108841
Ir_Cat658,-2983.30481022
Ir_Cat659,-4664.03655716
Ir_Cat660,-2682.50086594
Ir_Cat661,-2839.64560532
Ir_Cat662,-2073.25726208
Ir_Cat663,-2387.52099285
Ir_Cat664,-2983.15694338
Ir_Cat665,-2983.30532929
Ir_Cat666,-2839.64496222
Ir_Cat668,-1375.81484615
Ir_Cat669,-1532.93469235
Ir_Cat670,-2004.31946367
Ir_Cat671,-1690.04565493
Ir_Cat672,-1676.56096247
Ir_Cat673,-2147.97505046
Ir_Cat674,-1990.85638038
Ir_Cat675,-2156.66171795
Ir_Cat676,-2142.17815048
Ir_Cat677,-2599.97599808
Ir_Cat678,-2538.94936647
Ir_Cat679,-3980.06195041
Ir_Cat680,-2299.32182395
Ir_Cat681,-2299.28936259
Ir_Cat682,-2299.32191071
Ir_Cat683,-3057.72499039
Ir_Cat684,-2442.95994460
Ir_Cat685,-2600.10291214
Ir_Cat686,-2839.72854956
Ir_Cat687,-2600.09568326
Ir_Cat688,-4280.85168939
Ir_Cat689,-2299.31184007
Ir_Cat690,-2456.45475158
Ir_Cat691,-1690.06367328
Ir_Cat692,-2004.32294652
Ir_Cat693,-2599.96261658
Ir_Cat694,-2600.11161576
Ir_Cat695,-2456.45208721
Ir_Cat696,-2696.08399696
Ir_Cat697,-1532.94331444
Ir_Cat698,-1690.06472106
Ir_Cat699,-2161.44805518
Ir_Cat700,-1847.17628439
Ir_Cat701,-1833.69180414
Ir_Cat702,-2305.09998566
Ir_Cat703,-2147.99214522
Ir_Cat704,-2313.78165958
Ir_Cat705,-2299.30490604
Ir_Cat706,-2757.10345514
Ir_Cat707,-2696.07785016
Ir_Cat708,-4137.19010486
Ir_Cat709,-2456.44914410
Ir_Cat710,-2456.43161885
Ir_Cat711,-2456.44956129
Ir_Cat712,-3214.85454910
Ir_Cat713,-2600.08701424
Ir_Cat714,-2757.23870609
Ir_Cat715,-2996.86398306
Ir_Cat716,-2757.24039229
Ir_Cat717,-4437.97952173
Ir_Cat718,-2456.45120765
Ir_Cat719,-2613.58333038
Ir_Cat720,-1847.19433474
Ir_Cat721,-2161.45186011
Ir_Cat722,-2757.08893862
Ir_Cat723,-2757.24142852
Ir_Cat724,-2613.59046429
Ir_Cat725,-2853.21516825
Ir_Cat726,-1830.76320837
Ir_Cat727,-1987.88279352
Ir_Cat728,-2459.26796862
Ir_Cat729,-2144.99676079
Ir_Cat730,-2131.51175235
Ir_Cat731,-2602.91352072
Ir_Cat732,-2445.79472155
Ir_Cat733,-2611.61478310
Ir_Cat734,-2597.12215552
Ir_Cat735,-3054.92021296
Ir_Cat736,-2993.89528768
Ir_Cat737,-4435.00785251
Ir_Cat738,-2754.26556280
Ir_Cat739,-2754.23383584
Ir_Cat740,-2754.26321192
Ir_Cat741,-3512.64168208
Ir_Cat742,-2897.91328116
Ir_Cat743,-3055.05698387
Ir_Cat744,-3294.68373539
Ir_Cat745,-3055.06568870
Ir_Cat746,-4735.79088118
Ir_Cat747,-2754.26316547
Ir_Cat748,-2911.39782351
Ir_Cat749,-2145.01181870
Ir_Cat750,-2459.27691652
Ir_Cat751,-3054.89950054
Ir_Cat752,-3055.05659250
Ir_Cat753,-2911.40575955
Ir_Cat754,-3151.03450726
Ir_Cat755,-1830.83042216
Ir_Cat756,-1987.95545427
Ir_Cat757,-2459.33617903
Ir_Cat758,-2145.06540232
Ir_Cat759,-2131.59199347
Ir_Cat760,-2603.00361878
Ir_Cat761,-2445.89791122
Ir_Cat762,-2611.68714958
Ir_Cat763,-2597.18991470
Ir_Cat764,-3054.98911120
Ir_Cat765,-2993.96223495
Ir_Cat766,-4435.07235500
Ir_Cat767,-2754.33172663
Ir_Cat768,-2754.32235953
Ir_Cat769,-2754.33319808
Ir_Cat770,-3512.73595974
Ir_Cat771,-2897.98735103
Ir_Cat772,-3055.12979129
Ir_Cat773,-3294.75759741
Ir_Cat774,-3055.13994600
Ir_Cat775,-4735.87029280
Ir_Cat776,-2754.32488664
Ir_Cat777,-2911.46037498
Ir_Cat778,-2145.08232203
Ir_Cat779,-2459.34300686
Ir_Cat780,-3054.97399646
Ir_Cat781,-3055.13160299
Ir_Cat782,-2911.47170052
Ir_Cat783,-3151.09828349
Ir_Cat784,-1759.01314536
Ir_Cat785,-1916.13783296
Ir_Cat786,-2387.52148024
Ir_Cat787,-2073.24410683
Ir_Cat788,-2059.75206551
Ir_Cat789,-2531.15967627
Ir_Cat790,-2374.04829288
Ir_Cat791,-2539.85465666
Ir_Cat792,-2525.36744315
Ir_Cat793,-2983.16687620
Ir_Cat794,-2922.13991303
Ir_Cat795,-4363.25322657
Ir_Cat796,-2682.51115849
Ir_Cat797,-2682.50386470
Ir_Cat798,-2682.51297870
Ir_Cat799,-3440.92301405
Ir_Cat800,-2826.02798235
Ir_Cat801,-2983.30948037
Ir_Cat802,-3222.93364625
Ir_Cat803,-2983.30155596
Ir_Cat804,-4664.04948909
Ir_Cat806,-2839.64828321
Ir_Cat807,-2073.26857051
Ir_Cat808,-2387.52809518
Ir_Cat810,-2983.30988252
Ir_Cat811,-2839.48203907
Ir_Cat813,-1878.82665799
Ir_Cat814,-2035.94610687
Ir_Cat815,-2507.32764470
Ir_Cat816,-2193.05269389
Ir_Cat817,-2179.56422631
Ir_Cat818,-2650.98159587
Ir_Cat819,-2493.87205192
Ir_Cat820,-2659.66468567
Ir_Cat821,-2645.18018846
Ir_Cat822,-3102.98141047
Ir_Cat823,-3041.95304816
Ir_Cat824,-4483.06495463
Ir_Cat825,-2802.32659170
Ir_Cat826,-2802.30646766
Ir_Cat827,-2802.32698518
Ir_Cat828,-3560.72842403
Ir_Cat829,-2945.97924240
Ir_Cat830,-3103.11502698
Ir_Cat831,-3342.74438719
Ir_Cat832,-3103.11716425
Ir_Cat833,-4783.85434489
Ir_Cat834,-2802.32184947
Ir_Cat835,-2959.45636804
Ir_Cat836,-2193.07336492
Ir_Cat837,-2507.33606333
Ir_Cat838,-3102.97005199
Ir_Cat839,-3103.12343882
Ir_Cat840,-2959.45958536
