name,en_prod
Rh_Cat727,-1994.05971743
Rh_Cat728,-2465.44789728
Rh_Cat729,-2151.17477447
Rh_Cat72,-2462.59657354
Rh_Cat730,-2137.68814795
Rh_Cat731,-2609.08949005
Rh_Cat732,-2451.97928598
Rh_Cat733,-2617.79310620
Rh_Cat734,-2603.29712326
Rh_Cat735,-3061.09471828
Rh_Cat736,-3000.07053091
Rh_Cat737,-4441.18338852
Rh_Cat738,-2760.44028076
Rh_Cat739,-2760.41883429
Rh_Cat73,-2462.61743741
Rh_Cat740,-2760.44021187
Rh_Cat741,-3518.83510125
Rh_Cat742,-2904.08855135
Rh_Cat743,-3061.20717303
Rh_Cat744,-3300.85324519
Rh_Cat745,-3061.23187020
Rh_Cat746,-4741.97160389
Rh_Cat747,-2760.44737683
Rh_Cat748,-2917.58316722
Rh_Cat749,-2151.19064007
Rh_Cat74,-3221.03644284
Rh_Cat750,-2465.44986829
Rh_Cat751,-3061.07864897
Rh_Cat752,-3061.23221301
Rh_Cat753,-2917.58749893
Rh_Cat754,-3157.21836426
Rh_Cat755,-1837.00238708
Rh_Cat756,-1994.12965958
Rh_Cat757,-2465.50420587
Rh_Cat758,-2151.23698738
Rh_Cat759,-2137.76436727
Rh_Cat75,-2606.27446854
Rh_Cat760,-2609.17762827
Rh_Cat761,-2452.06175810
Rh_Cat762,-2617.85153487
Rh_Cat763,-2603.35746765
Rh_Cat764,-3061.15791920
Rh_Cat765,-3000.13691499
Rh_Cat766,-4441.23964357
Rh_Cat767,-2760.49981836
Rh_Cat768,-2760.49974646
Rh_Cat769,-2760.50725034
Rh_Cat76,-2763.41480532
Rh_Cat770,-3518.91592086
Rh_Cat771,-2904.16350877
Rh_Cat772,-3061.30502147
Rh_Cat773,-3300.92323204
Rh_Cat774,-3061.31568048
Rh_Cat775,-4742.03865635
Rh_Cat776,-2760.50274221
Rh_Cat777,-2917.64256379
Rh_Cat778,-2151.24971202
Rh_Cat779,-2465.51107308
Rh_Cat77,-3003.03846507
Rh_Cat780,-3061.14982602
Rh_Cat781,-3061.29643686
Rh_Cat782,-2917.63748459
Rh_Cat783,-3157.26775544
Rh_Cat784,-1765.18277677
Rh_Cat785,-1922.30859507
Rh_Cat786,-2393.69097095
Rh_Cat787,-2079.40419816
Rh_Cat788,-2065.93010309
Rh_Cat789,-2537.33397476
Rh_Cat78,-2763.40849619
Rh_Cat790,-2380.22609991
Rh_Cat791,-2546.01736944
Rh_Cat792,-2531.54486639
Rh_Cat793,-2989.34847505
Rh_Cat794,-2928.32095725
Rh_Cat795,-4369.43193955
Rh_Cat796,-2688.68897906
Rh_Cat797,-2688.67145529
Rh_Cat798,-2688.68972300
Rh_Cat799,-3447.09676265
Rh_Cat79,-4444.15428373
Rh_Cat7,-1839.90852703
Rh_Cat800,-2832.33467594
Rh_Cat801,-2989.47691733
Rh_Cat802,-3229.10183261
Rh_Cat803,-2989.48771290
Rh_Cat804,-4670.21608314
Rh_Cat806,-2845.82955104
Rh_Cat807,-2079.43463723
Rh_Cat808,-2393.70170655
Rh_Cat809,-2989.33616659
Rh_Cat80,-2462.60741418
